Ord_ID,Cust_ID,Prod_ID,Ship_ID,Order_Date,Ship_Date,Customer_Name,Province,Region,Customer_Segment,Sales,Order_Quantity,Order_Priority,DaysTakenForShipping
1447,519,1,2000,2010-04-06,2010-04-07,MELANIE PAGE,ONTARIO,ONTARIO,CORPORATE,47606,33,MEDIUM,1
1457,544,1,2012,2010-07-30,2010-07-31,NAT CARROLL,ONTARIO,ONTARIO,HOME OFFICE,104949,24,HIGH,1
1488,545,5,2054,2010-07-21,2010-07-21,GARY MITCHUM,ONTARIO,ONTARIO,CONSUMER,26957,24,LOW,0
1501,508,1,2073,2010-08-04,2010-08-08,GARY HANSEN,ONTARIO,ONTARIO,CONSUMER,123485,34,LOW,4
1563,517,1,2159,2009-09-12,2009-09-13,EUGENE HILDEBRAND,ONTARIO,ONTARIO,HOME OFFICE,34557,4,CRITICAL,1
1602,492,5,2214,2009-12-06,2009-12-08,EDWARD NAZZAL,ONTARIO,ONTARIO,HOME OFFICE,298015,43,MEDIUM,2
1669,559,5,2306,2011-01-04,2011-01-04,DAVID PHILIPPE,ONTARIO,ONTARIO,CONSUMER,614,26,HIGH,0
1058,404,1,1463,2010-07-22,2010-07-22,HALLIE REDMOND,MANITOBA,PRARIE,SMALL BUSINESS,355529,19,NOT SPECIFIED,0
1058,404,5,1463,2010-07-22,2010-07-22,HALLIE REDMOND,MANITOBA,PRARIE,SMALL BUSINESS,145248,24,NOT SPECIFIED,0
1084,417,12,1497,2011-07-18,2011-07-19,JOSEPH AIRDO,ONTARIO,ONTARIO,CONSUMER,8062021,3,MEDIUM,1
1105,422,5,1526,2011-01-06,2011-01-13,CHRISTINE SUNDARESAM,ONTARIO,ONTARIO,SMALL BUSINESS,10873,16,LOW,7
1135,416,5,1565,2010-02-20,2010-02-22,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,137049,40,CRITICAL,2
1186,453,5,1637,2010-09-19,2010-09-19,CARI SAYRE,ONTARIO,ONTARIO,HOME OFFICE,266792,33,HIGH,0
1191,1787,5,1644,2009-06-12,2009-06-12,HAROLD PAWLAN,ALBERTA,WEST,SMALL BUSINESS,261289,25,LOW,0
1234,466,1,1705,2010-10-23,2010-10-27,RITSA HIGHTOWER,ONTARIO,ONTARIO,CORPORATE,274657,15,LOW,4
1244,467,5,1720,2011-01-11,2011-01-12,JONI BLUMSTEIN,ONTARIO,ONTARIO,HOME OFFICE,196521,24,HIGH,1
132,1065,5,179,2010-07-31,2010-07-31,BETH THOMPSON,ONTARIO,ONTARIO,CORPORATE,46583,49,HIGH,0
1357,522,1,1866,2011-06-22,2011-06-23,PATRICK BZOSTEK,ONTARIO,ONTARIO,CONSUMER,48291,29,CRITICAL,1
1360,520,12,1872,2010-02-24,2010-02-25,JESUS OCAMPO,ONTARIO,ONTARIO,SMALL BUSINESS,10206,18,NOT SPECIFIED,1
1369,502,12,1887,2011-07-18,2011-07-19,EDWARD BECKER,ONTARIO,ONTARIO,CORPORATE,14149,39,NOT SPECIFIED,1
1391,538,12,1921,2011-01-19,2011-01-20,ROY FRENCH,ONTARIO,ONTARIO,CONSUMER,4221,9,HIGH,1
1396,512,5,1927,2012-02-05,2012-02-07,DARREN BUDD,ONTARIO,ONTARIO,CONSUMER,7519,22,NOT SPECIFIED,2
1402,527,1,1934,2012-03-12,2012-03-13,DAVE HALLSTEN,ONTARIO,ONTARIO,HOME OFFICE,23645,32,HIGH,1
145,85,5,195,2011-08-10,2011-08-10,BRYAN MILLS,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,100331,23,CRITICAL,0
1439,527,5,1990,2011-02-07,2011-02-14,DAVE HALLSTEN,ONTARIO,ONTARIO,HOME OFFICE,335155,37,LOW,7
1690,583,1,2339,2012-07-29,2012-08-03,SEAN MILLER,ONTARIO,ONTARIO,SMALL BUSINESS,57389,41,LOW,5
1690,583,12,2339,2012-07-29,2012-08-03,SEAN MILLER,ONTARIO,ONTARIO,SMALL BUSINESS,1092025,2,LOW,5
1737,586,1,2404,2012-08-05,2012-08-06,MICHELLE ELLISON,ONTARIO,ONTARIO,CONSUMER,63984,42,HIGH,1
1737,586,5,2404,2012-08-05,2012-08-06,MICHELLE ELLISON,ONTARIO,ONTARIO,CONSUMER,9302,18,HIGH,1
178,105,1,241,2009-08-26,2009-08-27,CARLOS DALY,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,81113,2,HIGH,1
1770,595,5,2454,2009-07-26,2009-07-26,VICTORIA WILSON,ONTARIO,ONTARIO,HOME OFFICE,38703,50,MEDIUM,0
1982,745,1,2709,2010-12-28,2010-12-29,LIZ WILLINGHAM,NOVA SCOTIA,ATLANTIC,HOME OFFICE,20136,7,CRITICAL,1
1825,630,1,2772,2010-10-15,2010-10-15,GIULIETTA DORTCH,NEWFOUNDLAND,ATLANTIC,CONSUMER,15733,14,LOW,0
2028,1477,5,2774,2012-09-27,2012-10-02,BILL SHONELY,YUKON,YUKON,SMALL BUSINESS,23989,27,LOW,5
2061,777,12,2817,2011-07-27,2011-07-28,SARA LUXEMBURG,NOVA SCOTIA,ATLANTIC,CORPORATE,9215,20,CRITICAL,1
2066,781,5,2828,2012-11-30,2012-12-01,DAVE HALLSTEN,QUEBEC,QUEBEC,CORPORATE,62822,41,HIGH,1
2103,789,1,2878,2009-01-01,2009-01-03,MATT COLLISTER,QUEBEC,QUEBEC,HOME OFFICE,87248,9,NOT SPECIFIED,2
2129,807,5,2905,2012-02-07,2012-02-09,CHAD MCGUIRE,QUEBEC,QUEBEC,SMALL BUSINESS,80977,44,HIGH,2
2171,800,1,2958,2012-01-24,2012-01-24,ROSS DEVINCENTIS,QUEBEC,QUEBEC,CORPORATE,30291,24,LOW,0
1332,503,4,1833,2009-06-03,2009-06-05,GARY ZANDUSKY,ONTARIO,ONTARIO,HOME OFFICE,2508673,23,MEDIUM,2
1418,539,4,1958,2009-11-06,2009-11-07,LARRY HUGHES,ONTARIO,ONTARIO,HOME OFFICE,53737,5,NOT SPECIFIED,1
1460,492,16,2017,2012-03-26,2012-03-27,EDWARD NAZZAL,ONTARIO,ONTARIO,HOME OFFICE,8158,7,CRITICAL,1
1513,552,4,2090,2010-08-27,2010-08-28,NOAH CHILDS,ONTARIO,ONTARIO,HOME OFFICE,34605625,39,CRITICAL,1
1554,555,9,2148,2012-09-04,2012-09-09,NARESJ PATEL,ONTARIO,ONTARIO,CORPORATE,111254,38,LOW,5
1579,566,16,2179,2010-03-09,2010-03-09,ANEMONE RATNER,ONTARIO,ONTARIO,SMALL BUSINESS,13937,16,CRITICAL,0
1581,519,4,2186,2011-12-07,2011-12-08,MELANIE PAGE,ONTARIO,ONTARIO,CORPORATE,25645775,25,CRITICAL,1
1607,506,4,2220,2012-05-07,2012-05-09,ALLEN GOLDEN,ONTARIO,ONTARIO,CONSUMER,2980372,19,MEDIUM,2
1624,525,16,2243,2011-12-17,2011-12-17,DAN LAWERA,ONTARIO,ONTARIO,CORPORATE,45215,42,CRITICAL,0
1657,481,16,2287,2012-10-22,2012-10-23,PHILIP BROWN,ONTARIO,ONTARIO,HOME OFFICE,1466555,9,HIGH,1
1662,530,4,2295,2010-05-11,2010-05-12,JIM MITCHUM,ONTARIO,ONTARIO,CONSUMER,8339265,16,NOT SPECIFIED,1
1665,541,9,2301,2009-03-23,2009-03-25,GEORGE ASHBROOK,ONTARIO,ONTARIO,CONSUMER,45293,45,MEDIUM,2
1670,566,4,2308,2012-02-01,2012-02-03,ANEMONE RATNER,ONTARIO,ONTARIO,SMALL BUSINESS,20771875,12,HIGH,2
1699,586,10,2353,2011-11-22,2011-11-23,MICHELLE ELLISON,ONTARIO,ONTARIO,CONSUMER,518108,45,MEDIUM,1
1704,583,4,2361,2009-11-22,2009-11-23,SEAN MILLER,ONTARIO,ONTARIO,SMALL BUSINESS,14973175,48,MEDIUM,1
1706,576,4,2364,2009-01-27,2009-01-28,MICHAEL DOMINGUEZ,ONTARIO,ONTARIO,HOME OFFICE,61211985,38,NOT SPECIFIED,1
1722,580,16,2383,2010-06-03,2010-06-05,SEAN CHRISTENSEN,ONTARIO,ONTARIO,HOME OFFICE,17624,15,NOT SPECIFIED,2
1167,444,4,1610,2009-01-03,2009-01-05,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,7546555,8,CRITICAL,2
1181,444,4,1628,2009-02-06,2009-02-10,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,13188685,24,LOW,4
126,85,4,170,2009-11-14,2009-11-15,BRYAN MILLS,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,5535625,33,MEDIUM,1
1435,545,9,1986,2012-06-07,2012-06-09,GARY MITCHUM,ONTARIO,ONTARIO,CONSUMER,43786,38,CRITICAL,2
1451,511,16,2005,2011-02-16,2011-02-17,ERIN ASHBROOK,ONTARIO,ONTARIO,CONSUMER,2971,12,CRITICAL,1
1487,496,9,2053,2009-08-24,2009-08-26,ED LUDWIG,ONTARIO,ONTARIO,CONSUMER,87747,14,MEDIUM,2
1532,510,4,2119,2011-08-30,2011-09-02,ANNA HABERLIN,ONTARIO,ONTARIO,CORPORATE,14918265,28,CRITICAL,3
1551,531,16,2145,2010-07-17,2010-07-18,ANDY YOTOV,ONTARIO,ONTARIO,CORPORATE,18477,29,CRITICAL,1
2629,1020,1,3596,2009-10-17,2009-10-21,KATHERINE NOCKTON,ONTARIO,ONTARIO,HOME OFFICE,242144,32,LOW,4
2641,456,12,3612,2009-08-25,2009-08-27,SEAN O'DONNELL,ONTARIO,ONTARIO,CORPORATE,3652,14,MEDIUM,2
2658,1006,5,3636,2012-12-06,2012-12-10,XYLONA PRICE,ONTARIO,ONTARIO,CORPORATE,108266,14,LOW,4
2726,1011,1,3737,2010-04-20,2010-04-25,MICK HERNANDEZ,ONTARIO,ONTARIO,HOME OFFICE,48127,28,LOW,5
2739,1036,5,3758,2009-02-02,2009-02-03,ALEJANDRO GROVE,ONTARIO,ONTARIO,CONSUMER,36392,44,NOT SPECIFIED,1
2746,1030,1,3765,2009-04-21,2009-04-21,ODELLA NELSON,ONTARIO,ONTARIO,SMALL BUSINESS,2261,1,LOW,0
2757,998,5,3783,2009-06-12,2009-06-15,SAM ZELDIN,ONTARIO,ONTARIO,SMALL BUSINESS,7998,16,MEDIUM,3
2789,1029,1,3835,2009-09-02,2009-09-03,STEPHANIE ULPRIGHT,ONTARIO,ONTARIO,CONSUMER,95806,6,NOT SPECIFIED,1
2791,1036,12,3837,2012-04-14,2012-04-14,ALEJANDRO GROVE,ONTARIO,ONTARIO,CONSUMER,6854,25,MEDIUM,0
2841,1045,1,3908,2012-10-04,2012-10-06,MAX JONES,ONTARIO,ONTARIO,HOME OFFICE,37168,31,CRITICAL,2
2849,1053,5,3922,2010-04-20,2010-04-20,ERICA HACKNEY,ONTARIO,ONTARIO,SMALL BUSINESS,187113,41,CRITICAL,0
1721,594,1,3965,2011-05-04,2011-05-04,HARRY MARIE,ONTARIO,ONTARIO,CONSUMER,36446,46,CRITICAL,0
298,68,1,400,2011-10-03,2011-10-05,DOROTHY BADDERS,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,132604,39,NOT SPECIFIED,2
2906,1043,1,4008,2009-07-12,2009-07-13,DARRIN MARTIN,ONTARIO,ONTARIO,SMALL BUSINESS,11218,4,HIGH,1
1791,568,1,4099,2009-12-05,2009-12-06,NOEL STAAVOS,ONTARIO,ONTARIO,HOME OFFICE,4164,24,MEDIUM,1
2982,1094,5,4117,2010-07-20,2010-07-21,DAVID KENDRICK,ONTARIO,ONTARIO,HOME OFFICE,177533,30,HIGH,1
2983,1096,1,4120,2009-06-01,2009-06-02,RAYMOND FAIR,ONTARIO,ONTARIO,SMALL BUSINESS,50138,31,MEDIUM,1
2301,1117,12,4148,2009-11-04,2009-11-04,PIERRE WENER,ONTARIO,ONTARIO,HOME OFFICE,8837,25,CRITICAL,0
2039,1117,1,4151,2012-09-20,2012-09-21,PIERRE WENER,ONTARIO,ONTARIO,HOME OFFICE,261713,39,CRITICAL,1
3002,1120,1,4154,2012-10-28,2012-10-30,PAUL KNUTSON,ONTARIO,ONTARIO,CORPORATE,30294,20,CRITICAL,2
3015,1131,5,4178,2009-11-11,2009-11-12,JASON FORTUNE,ONTARIO,ONTARIO,CORPORATE,10885,11,HIGH,1
3090,1142,5,4287,2010-01-20,2010-01-22,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,CORPORATE,86416,26,CRITICAL,2
3121,1158,5,4332,2011-08-09,2011-08-11,STEFANIE HOLLOMAN,MANITOBA,PRARIE,SMALL BUSINESS,72622,41,LOW,2
329,122,1,439,2012-07-09,2012-07-09,DOUG BICKFORD,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,32543,5,HIGH,0
329,122,5,439,2012-07-09,2012-07-09,DOUG BICKFORD,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,1423,4,HIGH,0
3366,1208,12,4666,2011-07-27,2011-07-30,MEG TILLMAN,MANITOBA,PRARIE,SMALL BUSINESS,25402,40,MEDIUM,3
3379,1233,1,4685,2012-01-19,2012-01-20,MICHAEL OAKMAN,MANITOBA,PRARIE,SMALL BUSINESS,6692,5,HIGH,1
3386,1197,5,4694,2011-02-22,2011-02-24,RYAN CROWE,MANITOBA,PRARIE,SMALL BUSINESS,9277,18,CRITICAL,2
3429,1184,1,4754,2011-02-26,2011-02-27,LINDA SOUTHWORTH,MANITOBA,PRARIE,CONSUMER,606905,40,HIGH,1
3448,1210,5,4780,2010-06-11,2010-06-18,GARY HWANG,MANITOBA,PRARIE,HOME OFFICE,124352,47,LOW,7
3496,1211,5,4841,2009-09-01,2009-09-02,JOSEPH AIRDO,MANITOBA,PRARIE,CONSUMER,22741,50,HIGH,1
3518,1235,5,4871,2009-02-20,2009-02-22,TRACY COLLINS,MANITOBA,PRARIE,CORPORATE,47913,24,HIGH,2
3547,1270,12,4910,2009-10-21,2009-10-22,MAYA HERMAN,SASKACHEWAN,PRARIE,CORPORATE,1484,3,HIGH,1
3577,1267,1,4951,2012-04-29,2012-04-29,RICK HANSEN,SASKACHEWAN,PRARIE,CORPORATE,58792,35,LOW,0
372,135,1,499,2009-11-19,2009-11-19,GUY ARMSTRONG,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,74412,33,HIGH,0
4,4,5,5,2010-08-28,2010-08-30,CARLOS SOLTERO,NUNAVUT,NUNAVUT,CONSUMER,14669,21,NOT SPECIFIED,2
3643,1283,12,5045,2009-09-20,2009-09-21,SUNG CHUNG,SASKACHEWAN,PRARIE,HOME OFFICE,12949,41,CRITICAL,1
1613,554,5,2228,2012-12-03,2012-12-07,GEORGE BELL,ONTARIO,ONTARIO,CORPORATE,46466,8,LOW,4
1660,557,1,2291,2009-07-04,2009-07-06,DAVE HALLSTEN,ONTARIO,ONTARIO,CORPORATE,149793,9,LOW,2
1687,582,12,2333,2012-09-13,2012-09-14,TODD BOYES,ONTARIO,ONTARIO,SMALL BUSINESS,11371,44,NOT SPECIFIED,1
1747,582,12,2419,2011-07-12,2011-07-13,TODD BOYES,ONTARIO,ONTARIO,SMALL BUSINESS,11581,32,HIGH,1
187,70,12,252,2012-04-25,2012-04-26,BRAD EASON,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,3517,11,CRITICAL,1
188,97,1,253,2011-03-26,2011-03-27,CHARLES MCCROSSIN,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,604022,44,MEDIUM,1
194,67,1,262,2009-05-01,2009-05-01,BETH THOMPSON,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,78901,2,NOT SPECIFIED,0
195,106,5,263,2012-05-11,2012-05-12,CINDY SCHNELLING,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,9757,4,CRITICAL,1
1948,710,1,2669,2009-07-21,2009-07-23,CARLOS MEADOR,NOVA SCOTIA,ATLANTIC,CORPORATE,38421,23,NOT SPECIFIED,2
204,92,5,279,2011-06-21,2011-06-22,JULIA WEST,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,17878,8,CRITICAL,1
2041,1119,12,2791,2012-08-27,2012-08-28,DAN CAMPBELL,ONTARIO,ONTARIO,SMALL BUSINESS,3641,14,HIGH,1
2049,701,12,2800,2011-03-21,2011-03-23,ANN BLUME,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,11096,46,CRITICAL,2
2136,782,12,2914,2010-08-28,2010-08-29,SANJIT JACOBS,QUEBEC,QUEBEC,CONSUMER,14108,46,CRITICAL,1
1772,578,6,2456,2011-06-01,2011-06-01,OLVERA TOCH,ONTARIO,ONTARIO,HOME OFFICE,12334,11,HIGH,0
1808,616,6,2501,2011-11-16,2011-11-17,KARL BROWN,NEWFOUNDLAND,ATLANTIC,CORPORATE,25775,48,HIGH,1
1826,631,6,2520,2009-02-26,2009-02-27,CATHY HWANG,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,12584,20,MEDIUM,1
1868,658,6,2564,2010-05-23,2010-05-24,DAVID WIENER,NOVA SCOTIA,ATLANTIC,CONSUMER,14296,31,NOT SPECIFIED,1
1880,667,6,2581,2012-12-09,2012-12-11,EVAN HENRY,NOVA SCOTIA,ATLANTIC,CORPORATE,17795,27,NOT SPECIFIED,2
1798,608,6,2592,2010-02-25,2010-02-27,NATALIE WEBBER,NEWFOUNDLAND,ATLANTIC,CONSUMER,42814,19,LOW,2
1450,536,6,2003,2011-07-30,2011-08-01,NARESJ PATEL,ONTARIO,ONTARIO,SMALL BUSINESS,30742,39,HIGH,2
159,89,6,214,2011-08-08,2011-08-10,FRED WASSERMAN,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,27023,12,NOT SPECIFIED,2
1590,556,6,2196,2010-02-09,2010-02-10,JONI SUNDARESAM,ONTARIO,ONTARIO,HOME OFFICE,4703,4,MEDIUM,1
1599,542,6,2210,2011-02-06,2011-02-06,JONATHAN HOWELL,ONTARIO,ONTARIO,CONSUMER,64353,32,MEDIUM,0
1617,502,6,2234,2009-03-29,2009-03-31,EDWARD BECKER,ONTARIO,ONTARIO,CORPORATE,17741,29,NOT SPECIFIED,2
1675,575,6,2316,2012-05-26,2012-05-27,ANDREW ROBERTS,ONTARIO,ONTARIO,SMALL BUSINESS,166233,32,MEDIUM,1
1680,496,6,2324,2009-12-22,2009-12-26,ED LUDWIG,ONTARIO,ONTARIO,CONSUMER,12054,28,LOW,4
1694,582,6,2345,2009-12-13,2009-12-13,TODD BOYES,ONTARIO,ONTARIO,SMALL BUSINESS,214505,45,CRITICAL,0
1714,1229,6,2372,2012-05-22,2012-05-24,MATTHEW CLASEN,MANITOBA,PRARIE,CONSUMER,31996,43,LOW,2
1756,580,6,2435,2009-03-17,2009-03-19,SEAN CHRISTENSEN,ONTARIO,ONTARIO,HOME OFFICE,8221,25,MEDIUM,2
1913,685,6,2620,2009-06-15,2009-06-17,NOEL STAAVOS,NOVA SCOTIA,ATLANTIC,HOME OFFICE,32991,50,NOT SPECIFIED,2
1949,704,6,2670,2011-06-14,2011-06-15,FRANK ATKINSON,NOVA SCOTIA,ATLANTIC,CORPORATE,1101948,1,NOT SPECIFIED,1
1992,749,6,2721,2010-01-07,2010-01-10,DENISE LEINENBACH,NOVA SCOTIA,ATLANTIC,HOME OFFICE,11638,12,MEDIUM,3
2033,765,6,2780,2011-02-24,2011-02-25,MICHAEL PAIGE,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,1112015,2,HIGH,1
2073,782,6,2837,2009-01-16,2009-01-18,SANJIT JACOBS,QUEBEC,QUEBEC,CONSUMER,25742,30,CRITICAL,2
2091,797,6,2860,2009-03-17,2009-03-17,GENE MCCLURE,QUEBEC,QUEBEC,HOME OFFICE,22364,39,NOT SPECIFIED,0
2115,799,6,2891,2010-12-03,2010-12-04,HELEN WASSERMAN,QUEBEC,QUEBEC,CORPORATE,9484,15,NOT SPECIFIED,1
2120,793,6,2896,2009-06-20,2009-06-22,RALPH ARNETT,QUEBEC,QUEBEC,CONSUMER,23849,39,NOT SPECIFIED,2
8,8,6,10,2010-11-23,2010-11-24,NEOLA SCHNEIDER,NUNAVUT,NUNAVUT,HOME OFFICE,19685,45,MEDIUM,1
767,258,6,1049,2009-07-26,2009-07-28,SHAHID SHARIARI,BRITISH COLUMBIA,WEST,CONSUMER,14281,14,LOW,2
804,257,6,1106,2011-10-09,2011-10-11,JUSTIN HIRSH,BRITISH COLUMBIA,WEST,CONSUMER,17403,25,MEDIUM,2
2885,570,4,3979,2012-05-03,2012-05-03,LENA CREIGHTON,ONTARIO,ONTARIO,CORPORATE,13040275,24,MEDIUM,0
2886,1065,4,3980,2009-03-19,2009-03-19,BETH THOMPSON,ONTARIO,ONTARIO,CORPORATE,106335,19,CRITICAL,0
307,66,10,413,2009-10-01,2009-10-01,DOUG BICKFORD,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,62371,10,CRITICAL,0
3084,1151,4,4280,2009-03-21,2009-03-21,EMILY PHAN,NEW BRUNSWICK,ATLANTIC,CONSUMER,6636664,40,MEDIUM,0
3150,1159,10,4373,2010-01-26,2010-02-02,KEN BLACK,MANITOBA,PRARIE,CONSUMER,48759,8,LOW,7
3186,1160,4,4421,2009-06-24,2009-07-01,LINDSAY WILLIAMS,MANITOBA,PRARIE,CORPORATE,2836535,17,LOW,7
3190,1155,4,4426,2009-08-24,2009-08-25,KEITH DAWKINS,MANITOBA,PRARIE,HOME OFFICE,21190415,12,HIGH,1
3204,1178,16,4444,2011-04-06,2011-04-08,PENELOPE SEWALL,MANITOBA,PRARIE,HOME OFFICE,31052,23,HIGH,2
3235,1193,16,4487,2009-08-14,2009-08-16,MICK CREBAGGA,MANITOBA,PRARIE,HOME OFFICE,9263,43,CRITICAL,2
3246,1208,10,4499,2010-05-05,2010-05-06,MEG TILLMAN,MANITOBA,PRARIE,SMALL BUSINESS,493572,37,HIGH,1
3266,1188,10,4531,2010-04-19,2010-04-21,THAIS SISSMAN,MANITOBA,PRARIE,SMALL BUSINESS,366216,26,LOW,2
3328,1210,10,4618,2012-04-13,2012-04-15,GARY HWANG,MANITOBA,PRARIE,HOME OFFICE,427861,30,HIGH,2
352,135,9,467,2009-06-20,2009-06-27,GUY ARMSTRONG,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,43368,42,LOW,7
3381,1231,4,4688,2010-08-13,2010-08-14,MICK CREBAGGA,MANITOBA,PRARIE,CORPORATE,1633105,9,MEDIUM,1
3603,1264,4,4987,2009-09-12,2009-09-17,PATRICK RYAN,SASKACHEWAN,PRARIE,CORPORATE,2923405,4,LOW,5
3643,1283,4,5045,2009-09-20,2009-09-21,SUNG CHUNG,SASKACHEWAN,PRARIE,HOME OFFICE,27531925,26,CRITICAL,1
237,106,10,5097,2009-02-27,2009-03-06,CINDY SCHNELLING,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,137214,10,LOW,7
2142,796,4,2922,2011-03-18,2011-03-19,GREG TRAN,QUEBEC,QUEBEC,HOME OFFICE,1294023,47,CRITICAL,1
213,49,16,294,2010-06-14,2010-06-15,DOUG BICKFORD,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,4289,5,CRITICAL,1
2157,783,10,2941,2012-10-29,2012-10-31,BARRY GONZALEZ,QUEBEC,QUEBEC,CONSUMER,161791,16,LOW,2
215,108,4,299,2009-08-15,2009-08-16,TOBY BRAUNHARDT,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,853162,50,HIGH,1
2203,835,10,3002,2011-12-14,2011-12-17,DAMALA KOTSONIS,QUEBEC,QUEBEC,CORPORATE,357711,34,NOT SPECIFIED,3
2204,836,16,3003,2009-09-21,2009-09-26,PAUL KNUTSON,QUEBEC,QUEBEC,CORPORATE,9604,16,LOW,5
2264,1100,9,3086,2012-08-20,2012-08-22,TROY STAEBEL,ONTARIO,ONTARIO,SMALL BUSINESS,97512,30,HIGH,2
2284,826,4,3125,2011-08-26,2011-08-30,CARLOS MEADOR,QUEBEC,QUEBEC,CORPORATE,1453704,44,LOW,4
2245,877,6,3053,2011-09-22,2011-09-24,MICHAEL KENNEDY,QUEBEC,QUEBEC,CORPORATE,173472,48,CRITICAL,2
2311,908,6,3167,2009-05-14,2009-05-15,BART FOLK,QUEBEC,QUEBEC,CORPORATE,14329,29,NOT SPECIFIED,1
2373,942,6,3260,2012-12-01,2012-12-01,DENNIS KANE,QUEBEC,QUEBEC,SMALL BUSINESS,129991,44,NOT SPECIFIED,0
2419,945,6,3319,2012-03-17,2012-03-19,STUART VAN,QUEBEC,QUEBEC,CONSUMER,19292,37,MEDIUM,2
2522,939,6,3455,2011-12-10,2011-12-11,BEN WALLACE,QUEBEC,QUEBEC,HOME OFFICE,18713,31,CRITICAL,1
2569,968,6,3519,2011-06-11,2011-06-13,DIONIS LLOYD,QUEBEC,QUEBEC,SMALL BUSINESS,13797,20,NOT SPECIFIED,2
2626,1018,6,3593,2010-01-29,2010-01-31,KAREN DANIELS,ONTARIO,ONTARIO,CONSUMER,15028,29,CRITICAL,2
2653,997,6,3630,2011-03-05,2011-03-06,ALEJANDRO GROVE,ONTARIO,ONTARIO,CORPORATE,3063,34,HIGH,1
2661,1015,6,3643,2010-06-10,2010-06-10,STEVE NGUYEN,ONTARIO,ONTARIO,SMALL BUSINESS,651,11,NOT SPECIFIED,0
2674,994,6,3662,2010-03-06,2010-03-08,JIM KRIZ,ONTARIO,ONTARIO,CONSUMER,1581,2,CRITICAL,2
2684,456,6,3675,2012-08-06,2012-08-07,SEAN O'DONNELL,ONTARIO,ONTARIO,CORPORATE,1574,25,MEDIUM,1
2686,478,6,3678,2011-11-18,2011-11-19,JAS O'CARROLL,ONTARIO,ONTARIO,CORPORATE,19511,28,MEDIUM,1
273,112,6,372,2010-09-21,2010-09-23,NEOLA SCHNEIDER,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,14739,19,CRITICAL,2
2727,1017,6,3738,2010-12-12,2010-12-12,BEN FERRER,ONTARIO,ONTARIO,CORPORATE,5276,10,LOW,0
22,15,6,29,2011-01-01,2011-01-02,DON MILLER,NUNAVUT,NUNAVUT,HOME OFFICE,84532,21,NOT SPECIFIED,1
2139,1240,6,2918,2011-11-19,2011-11-19,GENE MCCLURE,MANITOBA,PRARIE,CONSUMER,11494,17,NOT SPECIFIED,0
2201,833,6,3000,2011-12-25,2011-12-25,DEAN PERCER,QUEBEC,QUEBEC,HOME OFFICE,18893,26,HIGH,0
2222,1602,6,3021,2009-10-01,2009-10-01,TOM PRESCOTT,BRITISH COLUMBIA,WEST,SMALL BUSINESS,4372,8,LOW,0
1837,641,6,3151,2010-05-15,2010-05-15,DEAN PERCER,NEWFOUNDLAND,ATLANTIC,CONSUMER,31099,33,HIGH,0
233,57,6,323,2012-08-17,2012-08-18,EDWARD HOOKS,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CONSUMER,256,47,HIGH,1
2361,944,6,3243,2010-03-05,2010-03-06,MATHEW REESE,QUEBEC,QUEBEC,SMALL BUSINESS,44158,15,NOT SPECIFIED,1
2425,934,6,3330,2009-12-30,2010-01-04,LOGAN HAUSHALTER,QUEBEC,QUEBEC,CORPORATE,4518,11,LOW,5
26,21,6,34,2009-10-09,2009-10-09,EUGENE BARCHAS,NUNAVUT,NUNAVUT,CORPORATE,50764,18,HIGH,0
2489,925,6,3411,2009-07-06,2009-07-07,ANNE PRYOR,QUEBEC,QUEBEC,CONSUMER,6361,6,MEDIUM,1
